time,K_elv_angle,K_elbow_flexion,K_cross,K_e_xx,K_e_yy,K_e_zz,K_e_xy,K_e_xz,K_e_yz,lambda_min,lambda_max
0.47,69.15376646093367,26.894352856974994,8.410362632896934,223.45740428383715,13.637634144424466,1590.9889866815424,6.292234172694201,79.34695797930657,-142.80426647863948,13.44910725551454,223.64593117274708
0.48,69.40309193224678,26.815386995007906,8.32489714912329,224.83238647212949,13.606336699916913,1587.887282247018,5.2713128322397695,89.87524900272744,-142.54651417654688,13.474868752738299,224.9638544193081
0.49,69.64463657102955,26.724040586826785,8.220302379917463,226.2818024037442,13.572985386392206,1584.8713054530917,4.213547769050269,100.7043282333988,-142.28546930586623,13.48955196827789,226.3652358218585
0.5,69.86293108423283,26.629709991472208,8.113874892955874,227.86053404703497,13.535430577193994,1581.3671333596385,3.1453984199442653,111.58313975940833,-141.98179071135453,13.489279187975823,227.90668543625316
0.51,70.04720828547657,26.53232810577996,8.005646877617371,229.5463684683673,13.493039719061594,1577.2534239812705,2.0719766267212947,122.44188463583934,-141.62676183937046,13.473171048662179,229.56623713876672
0.52,70.1775354228322,26.431583891563637,7.8954848643468605,231.2903712703992,13.444640194121787,1572.302641140837,1.001721503590924,133.1611898758882,-141.20416326047285,13.44003406872558,231.2949773957954
0.53,70.22346620328177,26.326896786208728,7.783064777525737,233.0101298705676,13.388453558753174,1566.1695329811107,-0.053002999213246096,143.56328018502433,-140.68941263410684,13.388440767129827,233.01014266219096
0.54,70.14397115834882,26.217396443093055,7.667858805349648,234.58540874927414,13.322105910063119,1558.3955681228836,-1.0756902932305799,153.40909411082436,-140.04979843497685,13.316876474159816,234.59063818517745
0.55,69.88928677957377,26.101981376986718,7.549179048279727,235.85877357181874,13.242762983915025,1548.436662093995,-2.046070395946407,162.4048537390543,-139.24638789541004,13.223959078179572,235.8775774775542
0.56,69.40480993002286,25.97944610022206,7.426268781512781,236.6424904375213,13.147390215960831,1535.7140347652933,-2.9412304354577428,170.21987321279138,-138.23760961931362,13.108689865265248,236.6811907882169
0.5700000000000001,68.6403749299073,25.84866775178335,7.298434346227518,236.7421009599029,13.033310261983013,1519.7244460683996,-3.7388361414675906,176.53519161132505,-136.9870136853773,12.970840686240138,236.80457053564578
0.58,67.55668794160793,25.708892482316802,7.165244961588454,235.9766600270932,12.898603753666356,1500.113531797879,-4.419456560238076,181.07897593111127,-135.46860819682166,12.811083103944659,236.06418067681489
0.59,66.13951790885396,25.560047107758017,7.026747610905687,234.225078616613,12.742913028425718,1476.8315480152876,-4.9720907273462895,183.70811823897614,-133.67794880218648,12.631349915399644,234.33664172963904
0.6,64.41184732019425,25.403104932155482,6.883716871673396,231.4737479440249,12.568116771550327,1450.2578418463906,-5.399187860408154,184.48198905594805,-131.6411989361218,12.435029663568562,231.60683505200666
0.61,62.44561755281672,25.240413418187188,6.737873791838174,227.86942903370425,12.378947075658944,1421.312252171257,-5.7218416854328416,183.73771354579242,-129.4233318353573,12.227124026503244,228.02125208285995
0.62,60.36969633556717,25.0758907489242,6.592008817376809,223.7664032910038,12.183356857121085,1391.5161056217532,-5.983831999342502,182.14737285800686,-127.13281633755301,12.014261776711058,223.93549837141381
0.63,58.37184461767975,24.915101777305964,6.450026432128228,219.75934503767593,11.992496134156548,1362.98300237305,-6.253715825145666,180.74486786826492,-124.9211801763186,11.804431514960113,219.94740965687237
0.64,56.691375995863666,24.765038567889576,6.316782409646076,216.68592252424475,11.820148426766604,1338.3061970863255,-6.623311939451788,180.89912451586724,-122.97517221834231,11.606240054571947,216.89983089643943
0.65,55.59970763961766,24.6336125002885,6.1977234253702225,215.5835519124628,11.681509825018455,1320.3208646759067,-7.201130642308108,184.213497900688,-121.49992926367919,11.427506655715414,215.83755508176586
0.66,55.37251744508493,24.528805488957317,6.098295348934723,217.60578204085905,11.591513044448103,1311.7883200783451,-8.102125478680547,192.371359597688,-120.69627030634663,11.273364117909578,217.9239309673976
0.67,56.24699451709536,24.457466951460336,6.023112876601219,223.86875498909737,11.562395245373214,1314.9415359990287,-9.430824695500641,206.88608487706585,-120.72784328315541,11.144293566598165,224.28685666787243
0.68,58.36421722221559,24.423771233143164,5.97491697737032,235.21575574890053,11.600600359536534,1330.9060163352847,-11.256927103022317,228.74605191735088,-121.67916725385784,11.035348429993487,235.7810076784436
0.6900000000000001,61.708284416919746,24.427338913907473,5.953311374956357,251.93577867401586,11.703596516818806,1359.1213176404735,-13.58861654084552,258.0284626884877,-123.51317038032042,10.93740669579037,252.70196849504433
0.7000000000000001,66.02891481150176,24.46119721586251,5.953403094255,273.3800641531735,11.856026712394991,1396.636198186958,-16.33748496432538,293.3963060699824,-126.01954375973945,10.839371305325413,274.3967195602431
0.71,70.77135571619628,24.509703649685065,5.964418673693703,297.5595465129101,12.026463634739049,1437.5252134678024,-19.284826336630516,331.62066761134906,-128.7715246827632,10.729859608677513,298.85615053897163
0.72,75.0168993840377,24.546861018955486,5.968686751933838,320.73827886433054,12.165014269906958,1472.45484971266,-22.050225595379125,367.14446894426214,-131.09364688829126,10.59729996612674,322.3059931681107
0.73,77.45640208739091,24.535486659414016,5.941005268687676,337.13926030517257,12.202698701907691,1488.6174959310902,-24.07515095318025,391.85989228032616,-132.0551993132557,10.428612374785853,338.9133466322944
0.74,76.424396241012,24.428049093059784,5.849400500037392,338.9007790210468,12.054072770090995,1470.257020883988,-24.631442335084376,395.25285808074835,-130.5068862032139,10.208250613905332,340.7466011772325
0.75,70.02268747004705,24.170044950845426,5.657437484104432,316.4572583550363,11.624500315812398,1400.036769586754,-22.869399909310186,365.1187717416093,-125.17941663075786,9.918324056639918,318.16343461420877
0.76,56.210248592591576,24.21373173834168,5.55265552807652,258.8889464529885,10.962644017024449,1271.7082358511218,-17.533733181467362,284.94531531392914,-116.0734731946412,9.728771871145431,260.12281859886747
0.77,33.37656965701636,24.614702822564333,5.551807905128337,156.32825338035326,10.021695916230582,1074.5713724622572,-7.825912950970558,143.49433467480037,-102.47060935437626,9.604280056173065,156.7456692404108
0.78,29.547349624560354,25.14098846403641,5.5740313185793955,140.28912204776762,9.99173695420307,1057.5132269148323,-6.783857621522453,125.32549794351551,-101.65084701746326,9.63949160858374,140.64136739338693
0.79,40.354184109372724,25.708604905322932,5.741845941946181,195.18607497753482,10.586365535929554,1167.6757793255833,-12.36363472594247,201.8169534368558,-109.74401886504225,9.761987937116244,196.01045257634811
0.8,52.989058007572936,26.33535296821614,5.927318125206608,261.57559282451126,11.265868842542066,1293.4677869767502,-18.869296037199895,291.2568475738443,-118.98617439463884,9.85142249646618,262.9900391705871
0.81,66.3349684396817,26.934038406123683,6.107691675067431,334.40067322598884,11.950177196251131,1422.0053567997795,-25.81156431297551,386.6062701696729,-128.37712478389886,9.897081730611694,336.4537686916283
0.8200000000000001,81.49843130681288,27.465170598615554,6.477740281194,419.28743705363826,12.622430670985436,1553.9334806364668,-33.391911223626266,491.9987861192698,-137.8239525552401,9.898809009840395,422.0110587147833
0.8300000000000001,85.28161602437933,73.13035013061113,11.051322533577974,444.69084126857894,29.366281649840644,3230.348901334319,-37.966866440515574,544.2321087069364,-305.29270394067237,25.924072158445103,448.1330507599745
0.84,84.56049438225094,76.51103644712717,11.107956434436433,448.67946360262374,30.445936787640566,3351.2194073992223,-40.20237443701318,565.3656896287374,-316.80767362034703,26.61657637880479,452.5088240114595
0.85,84.13261698481588,78.12879302923578,11.427279583622866,452.73907848619587,30.801413989465967,3395.73557791481,-41.62040112517538,578.8113988018031,-320.86556462335193,26.73511894449949,456.80537353116233
0.86,83.5678546727452,81.18280487089456,11.297971650586968,455.9449701507311,31.844636352640226,3513.7753085520094,-43.75164163693062,599.4720044270888,-332.02860739711,27.37810775722864,460.4114987461427
0.87,70.31076499213452,36.03469423463354,6.130744767475162,388.1604822221393,15.171562868084788,1790.944838499702,-34.15916692340374,478.5874683495197,-162.98497560041235,12.068996790151147,391.26304830007297
0.88,50.498443821586505,37.89208439838119,5.764238559191715,280.4287742801414,15.113443926340494,1714.1340206625005,-26.153470450578997,359.80493107413207,-159.54987036662527,12.559940382621066,282.98227782386084
0.89,28.23523731390641,40.31299672356369,5.534894559029268,156.91151122916193,15.145143366521772,1636.4257821282688,-16.861032461101097,223.20209867222576,-156.59538659519492,13.167362578071238,158.88929201761246
0.9,77.78315750190066,45.94378665935205,14.957991195813467,419.8053975643054,16.927214697736858,1923.7815265600696,-27.97895450941964,426.0796120866401,-178.27440115883925,14.993423344482368,421.7391889175599
0.91,150.72087344985567,47.427060786229205,18.21029598625901,832.4801109028535,19.610023864096487,2455.27346920893,-58.875017171602124,877.3348963938907,-215.81021923324113,15.367928687448297,836.7222060795018
0.92,208.80286465140586,46.46823171194815,20.10527624443147,1166.5495289509188,21.081247407635566,2814.4530066801067,-84.05175298363044,1242.817055475142,-239.1907501898018,14.946583366777528,1172.6841929917769
0.93,250.56523640814737,43.280737786991004,18.390835953880142,1419.313644164999,21.920906835378982,3078.8269515941365,-106.42365882954225,1550.728290104391,-255.2074277024847,13.862289140659371,1427.3722618597185
0.94,273.508347192102,39.189231500474804,15.649708516861839,1570.1550995694095,21.88954988711705,3188.6250995078976,-121.11460536934092,1745.5340381404199,-259.78486399777125,12.472517302453241,1579.5721321540732
0.95,277.11531476996623,35.95674232818475,13.352285748704103,1611.6677426960207,21.272075533816448,3158.442516971163,-126.11852661361605,1805.0675401631952,-255.10529210973138,11.332978346451348,1621.6068398833859
0.96,262.5688114786266,34.014103883201166,11.770004340511253,1547.595681436978,20.219184715343467,3007.595382265673,-121.71445009809551,1734.1250300211912,-242.8407214857077,10.580756924939962,1557.2341092273816
0.97,233.0012000141333,31.17484375477904,9.950227013336441,1393.9470719261253,18.293657390100947,2711.463250107038,-110.04259308025483,1560.7749737237402,-219.4398322010797,9.546641694791553,1402.6940876214346
0.98,192.12332215135154,27.840554736793255,8.014365395596144,1168.056303343797,15.790346800977428,2314.747786325697,-92.72151334656346,1308.3105301463895,-188.4716330472853,8.376850754221458,1175.469799390553
0.99,144.36479828306247,25.80401497803218,6.70524310772395,891.3614221190428,13.383779277124288,1900.475049828177,-71.38450661673056,1001.1516344776461,-157.31096286269488,7.617687158641122,897.1275142375259
1.0,95.21718786561895,24.178596567951608,5.624651226019774,596.6833770016439,11.063011050241647,1491.2759351521922,-48.99080743187245,680.0888576744749,-126.84547654096052,6.992910970482213,600.7534770814033
1.01,48.93902960429278,24.54127071513874,5.459051189328038,308.943090418703,9.397810721491275,1158.7556014961078,-27.287699535826068,370.52069304483905,-103.3794651418374,6.932274696968249,311.408626443226
1.02,23.632548366011804,25.128559939795117,5.447339385102586,149.18719120205725,8.593931198709226,992.5961098442042,-15.694198772422451,204.01633767295377,-91.8501530789547,6.8633159059770295,150.91780649478946
1.03,31.194003326108525,25.548171073375087,5.459329309206013,202.04737154372594,8.955264709902991,1064.5824657300946,-20.16605830149632,264.8173249378566,-97.00879091821312,6.871655561232945,204.13098069239598
1.04,36.46145038571569,25.80635987371952,5.482322088571671,240.68882808937005,9.166604496807832,1112.1303585809849,-23.403883213328932,308.69169025292956,-100.2687116248998,6.824470132053074,243.0309624541248
1.05,39.598493100243864,25.94115877246844,5.486968669669038,265.783345319844,9.257334997804598,1139.3970269078623,-25.548314693810468,337.39041901884343,-101.97722399909826,6.73763917497958,268.30304114266903
1.06,40.985349051113225,25.972461455982817,5.477857132493612,279.3982408105698,9.249865593039575,1150.127662229687,-26.782885160117267,353.4799864816337,-102.42094276633911,6.620171282419769,282.02793512118956
1.07,41.08190586665151,25.92536126820668,5.459495686239277,284.27476204359687,9.170830265094272,1148.7549406047287,-27.334313035612094,360.13283375813694,-101.93985105505435,6.481190383709209,286.9644019249819
1.08,40.3453248394296,25.82530363421788,5.435879931230443,283.2910453376818,9.046185585046114,1139.6125789533944,-27.431860451756283,360.55535986710487,-100.8659891497552,6.32917988244604,286.0080510402819
1.09,39.17401305398691,25.694947498736088,5.410124508655098,279.0657367358641,8.898195038462028,1126.43186121243,-27.278480613936956,357.5840923307282,-99.4848533779567,6.171441429452266,281.79249034487384
1.1,37.87835021088748,25.55251027066777,5.384326304113774,273.71984440365304,8.744037028233992,1112.098284862141,-27.034644210139426,353.46096025070403,-98.01707325310355,6.0139071141616105,276.44997431772543
1.11,36.673790340847425,25.4111639763847,5.359667060784179,268.7884459823498,8.595535699106545,1098.6031694482813,-26.81369115922534,349.76876529046166,-96.61478483160964,5.861039349751162,271.52294233170517
1.12,35.68847827220496,25.279253124330655,5.3366146430401775,265.2403560801462,8.459605133519068,1087.1216017833633,-26.685275480051704,347.47786697667595,-95.36746775696605,5.715727104459401,267.9842341092059
1.13,34.97899234692603,25.16097568409036,5.315201278095973,263.5516389070864,8.33923089945954,1078.165872386184,-26.68188794630997,347.0398059938215,-94.31401276054702,5.5795404191622415,266.3113293873837
1.14,34.54852369025347,25.057307380885117,5.295210375404664,263.8112135814206,8.234529578787248,1071.7583621415363,-26.80760216844661,348.509539705936,-93.4561033075328,5.45293673495215,266.59280642525573
1.15,34.36424636840707,24.96693116816759,5.276322977772135,265.83208841448453,8.143712835225546,1067.5925064103128,-27.04689584087437,351.6678910505092,-92.77056265666029,5.335482106255782,268.6403191434543
1.16,34.372229481239664,24.88710861057513,5.25821499139661,269.2523463134009,8.063917395324266,1065.1716144810973,-27.37239030720463,356.12904608316086,-92.2199989917306,5.226139433866805,272.09012427485834
1.17,34.512032070349356,24.814467262079642,5.2406001411374525,273.6401326130907,7.991974628060524,1063.940876032634,-27.752487332196893,361.4475111094487,-91.76280848432336,5.123620105166815,276.5084871359844
1.18,34.72258686985247,24.745583913156548,5.223277234952722,278.5395584469714,7.9247751629074985,1063.3470258851103,-28.154822060915308,367.1651404327154,-91.3578126322359,5.026579948792345,281.43775366108656
1.19,34.950282663414065,24.677410723978632,5.206122455897392,283.53566740978266,7.859653967890308,1062.9076527298514,-28.550731237934546,372.8737549489926,-90.96940103200845,4.933814652205422,286.46150672546753
1.2,35.15552048330513,24.607626687267057,5.189069648248332,288.31014206594955,7.794691589644462,1062.2668809235035,-28.918899726361516,378.2668884440274,-90.57161036515991,4.844413383979504,291.2604202716145
1.21,35.309785305459066,24.534671816928917,5.17212038475252,292.623678426072,7.728596187092691,1061.1744916426449,-29.244000930431504,383.1207625617748,-90.1465711300659,4.757728700904863,295.59454591225983
1.22,35.39742752446105,24.457774866126773,5.155309452655636,296.33539603718157,7.6607350125424265,1059.4978074909918,-29.517784089819486,387.3104763233695,-89.68518090579343,4.673374596980602,299.3227564527434
1.23,35.43286501920376,24.377105770567148,5.138450398578768,299.54665635491585,7.591744410968967,1057.3450285510714,-29.748159741157732,390.94114195902137,-89.19575694434806,4.5914481511582075,302.5469526147266
1.24,35.359361115705575,24.224508595800746,5.227616861763981,300.6254110272989,7.478675815608618,1048.1251812555486,-29.64926822931674,390.52758440943865,-88.14576785675182,4.509971756479876,303.5941150864277
1.25,35.26893358665919,24.135783550678102,5.211431938592138,302.58979032834816,7.4070197649479095,1044.8400453613524,-29.78017168668625,392.8278746697421,-87.59089127764682,4.432553556146518,305.56425653714956
1.26,35.12739037439676,24.045585103356142,5.19527432163397,304.03051949937253,7.335212153741035,1041.177097967657,-29.871175980678544,394.589341151995,-87.01827604947265,4.357674583663089,307.0080570694505
1.27,34.94547859842951,23.95484177174921,5.1793032493146045,305.02732224820414,7.263875818417271,1037.237601808291,-29.928574733396626,395.8945708891605,-86.4359079430196,4.28550851243473,308.0056895541867
1.28,34.733277259217786,23.864473786399774,5.16361492210266,305.65788499661005,7.193603474768495,1033.1193074586013,-29.95846099582186,396.82367244784956,-85.85144937048246,4.216213583612653,308.6352748877659
1.29,34.49899915596496,23.775258859624138,5.148299314080752,305.9865740319656,7.124876492983561,1028.9014659733937,-29.965893704949565,397.44257611617553,-85.27113676381573,4.149907297716975,308.96154322723214
1.3,34.248417195783944,23.687798637516075,5.133426954055648,306.0590736195389,7.058044763505521,1024.6405369753973,-29.95460012080507,397.798583758767,-84.69948626780139,4.086653967513937,309.03046441553045
1.31,33.984743016739806,23.602514772792336,5.119059844607039,305.90072330842247,6.993320915988146,1020.369462085312,-29.926895165840506,397.91921142924235,-84.13923025585358,4.026459668959577,308.86758455545106
1.32,33.711047560682964,23.51968633782962,5.105201466613199,305.5372698005615,6.930863351644374,1016.117007571895,-29.88502023995988,397.83183602221027,-83.59259921568037,3.969294130777339,308.4988390214285
1.33,33.426739341124865,23.4394273555122,5.0918842531239905,304.96369047712415,6.8706651845586295,1011.8812294203393,-29.829196160239285,397.53503777390046,-83.05958082801467,3.9150598338063576,307.91929582787645
1.34,33.130850742442256,23.361768616085165,5.079113882228135,304.17197309609617,6.812689557839216,1007.6551477484319,-29.7594117581863,397.0242565775725,-82.53977278935318,3.863645172963013,307.1210174809724
1.35,32.8217473500089,23.28668892955277,5.0668910962537534,303.1484609188002,6.756867296256348,1003.4255442905039,-29.6752699070911,396.28950321718526,-82.03232127957033,3.814926144481794,306.0904020705748
1.36,32.4975014506885,23.2141168831028,5.055218505099468,301.87701222538647,6.703103564180304,999.1754408747069,-29.576165952003638,395.3181470910826,-81.53606016287804,3.768768101598385,304.81134768796835
1.37,32.15619097857266,23.14395300116272,5.044082166061412,300.34222981926445,6.651285500048667,994.8882741105965,-29.461511498304493,394.0984924062641,-81.04972570749327,3.725020160411046,303.26849515890206
1.38,31.796085497017536,23.076076304873407,5.0334769950298845,298.53040313934434,6.601295452645305,990.5476696764786,-29.330760585927617,392.6198982410127,-80.57202538015554,3.6835316916631617,301.44816690032644
1.39,31.41575634266146,23.01039225996662,5.023390802478819,296.43069606558413,6.553033906022295,986.1403261696897,-29.18353367277405,390.8743037791654,-80.10189480601584,3.644161613707494,299.33956835789894
1.4,31.014102160213785,22.946823244297054,5.0138097764241305,294.035329897064,6.506416128725422,981.6556025890534,-29.019611190018793,388.8562031826103,-79.63846012187719,3.6067775538491307,296.9349684719403
1.41,30.589261401685043,22.885344485522964,5.004681659895597,291.3309586794829,6.461354642721195,977.0817059064117,-28.838517626202638,386.5563062187776,-79.18078389511395,3.5712347623026313,294.22107855990146
1.42,30.143367700674013,22.8274334525572,4.994757665836805,288.3586412642532,6.41849438386002,972.5328540530635,-28.645533709815897,384.0423991575488,-78.73752196735066,3.53750523759318,291.2396304105201
1.43,29.67507200543756,22.773587167756506,4.9835822019723715,285.1176583648807,6.377957101605749,968.035915122078,-28.441749319592027,381.3265956684652,-78.31057882347012,3.5054498736961466,287.9901655927903
1.44,29.18301170048375,22.721291718307274,4.9730356728660725,281.56946134633904,6.338602671138519,963.4180199505154,-28.220730624413346,378.3278505037332,-77.88596577987661,3.474795006440991,284.4332690110366
