time,pos,vel,acc,v_dip,F_pert,F_int
1.08,0.21891459216812323,0.2707053178555907,-0.5397705206691761,4.410034089009693e-09,1.827597569365496e-07,-0.5495618838906356
1.09,0.22159430936451022,0.26523812142180847,-0.5533742639333425,5.645800287406199e-10,2.3397213432206436e-08,-0.5542375036255701
1.1,0.22421868913450388,0.25963783257692385,-0.5663795192216092,6.467763543388398e-11,2.6803577234437616e-09,-0.5566482517141735
1.11,0.2267864309525754,0.25391053103737626,-0.5787666288766005,6.63021809178427e-12,2.7476818147746145e-10,-0.556777428481414
1.12,0.22929629610775923,0.24806249999939184,-0.590515136389735,6.082001904853237e-13,2.5204911512786405e-11,-0.5546377502189375
1.1300000000000001,0.2317471097493041,0.24210022830958156,-0.6016044616396794,4.9924111799042955e-14,2.0689451268425703e-12,-0.5502711124691798
1.1400000000000001,0.234137762944685,0.23603041076659823,-0.6120140075658824,3.667069997237235e-15,1.519699865891258e-13,-0.543747632625157
1.1500000000000001,0.23646721473930932,0.22985994815826388,-0.6217231750486558,2.4103111525222643e-16,9.988763612377045e-15,-0.5351640682546422
1.16,0.23873449421642873,0.2235959472656252,-0.6307113647460358,1.4176599755176598e-17,5.87503831750342e-16,-0.5246416692870675
1.17,0.24093870255707356,0.21724572086334334,-0.6389579772948881,7.461327513857701e-19,3.092108530986065e-17,-0.5123235305448214
1.18,0.24307901509998892,0.21081678771972742,-0.6464424133301563,3.514027750087201e-20,1.4562764017509968e-18,-0.498371524189362
1.19,0.24515468340157126,0.20431687259674022,-0.6531440734863558,1.4809463558692893e-21,6.137308478164585e-20,-0.4829629026416713
1.2,0.24716503729580497,0.1977539062500003,-0.6590423583983913,5.584940178036887e-23,2.314499817556734e-21,-0.4662866702084044
1.21,0.24910948695419882,0.19113602542877237,-0.6641166687012365,1.884702390450248e-24,7.810546218561537e-23,-0.4485398256887728
1.22,0.2509875249457226,0.18447157287597557,-0.6683464050293413,5.691308072138597e-26,2.358580588996409e-24,-0.42992357859543934
1.23,0.2527987282967434,0.17776909732818555,-0.6717109680175071,1.537894223338817e-27,6.37331069961505e-26,-0.4106396384088698
1.24,0.2545427605509624,0.1710373535156254,-0.6741897583007574,3.7186550492898593e-29,1.5410776407211436e-27,-0.39088666976342634
1.25,0.2562193738293514,0.16428530216217038,-0.6757621765136941,8.046191787939992e-31,3.334486821980532e-29,-0.37085699703160985
1.26,0.257828410890089,0.15752210998535152,-0.6764076232910021,1.5579012427215365e-32,6.456223392025366e-31,-0.3507336299343802
1.27,0.2593698071884975,0.15075714969635032,-0.6761054992676208,2.6991966417899215e-34,1.1185957120078687e-32,-0.3306876681429198
1.28,0.26084359293697923,0.1439999999999991,-0.6748352050781827,4.184794956924775e-36,1.7342544155449256e-34,-0.3108761279799859
1.29,0.2622498951649532,0.13726044559478665,-0.6725761413573776,5.805757607973352e-38,2.4060105383539162e-36,-0.291440218921155
1.3,0.2635889397787914,0.13054847717285153,-0.6693077087402068,7.2075667616458174e-40,2.986945503993015e-38,-0.27250408226531253
1.31,0.26486105362175555,0.1238742914199825,-0.6650093078613404,8.006883420427369e-42,3.3181967263776823e-40,-0.25417398967228166
1.32,0.26606666653393357,0.11724829101562471,-0.6596603393553826,7.959456145994594e-44,3.298542009492164e-42,-0.236537985767046
1.33,0.26720631341217604,0.11068108463287483,-0.6532402038574183,7.0802458941912e-46,2.934181442946535e-44,-0.21966594711000886
1.34,0.2682806362700328,0.10418348693847633,-0.6457283020020181,5.63583597527958e-48,2.335591952777066e-46,-0.20361001985550314
1.35,0.26929038629768937,0.09776651859283446,-0.6371040344238352,4.0143331025438707e-50,1.66361195236931e-48,-0.18840539058249572
1.36,0.27023642592190356,0.09144140624999962,-0.6273468017577883,2.5586655743058185e-52,1.0603571060990514e-50,-0.1740713391894453
1.37,0.27111973086594193,0.08521958255767868,-0.6164360046386812,1.459347447256771e-54,6.04779871002116e-53,-0.1606125194026472
1.3800000000000001,0.27194139220951646,0.07911268615722598,-0.6043510437012012,7.448158965123299e-57,3.0866512471707223e-55,-0.14802041126241916
1.3900000000000001,0.27270261844872085,0.07313256168365466,-0.5910713195800494,3.4016077250795806e-59,1.4096875182401046e-57,-0.13627489075127244
1.4000000000000001,0.2734047375559672,0.06729125976562499,-0.5765762329101691,1.390159329571317e-61,5.761070686702626e-60,-0.12534586427455627
1.41,0.2740491990399226,0.06160103702545138,-0.5608451843261699,5.08381789798302e-64,2.1068257174259114e-62,-0.11519491971149579
1.42,0.27463757600544536,0.05607435607910171,-0.5438575744628356,1.6636442006339143e-66,6.894441258276774e-65,-0.10577695090827854
1.43,0.2751715672135218,0.05072388553619466,-0.525592803955099,4.871648805002431e-69,2.0188990232554178e-67,-0.09704171845869725
1.44,0.2756529991412028,0.04556249999999972,-0.5060302734375739,1.276546244979151e-71,5.290237597756173e-70,-0.08893531609024691
1.45,0.27608382804153997,0.040603280067443175,-0.48514938354491344,2.99324447687717e-74,1.2404544318807843e-72,-0.08140151864176139
1.46,0.2764661420035227,0.035859512329101444,-0.46292953491210387,6.280480691202855e-77,2.602744335762443e-75,-0.07438299421003576
1.47,0.2768021630120142,0.03134468936920109,-0.4393501281738317,1.1792031679171818e-79,4.8868303509134105e-78,-0.06782236932347666
1.48,0.27709424900768836,0.027072509765624805,-0.41439056396481644,1.9812051457924846e-82,8.210471020821171e-81,-0.06166314178083174
1.49,0.277344895946966,0.02305687808990475,-0.38803024291991195,2.978621465513097e-85,1.2343943925508425e-83,-0.05585044092931152
1.5,0.2775567398619516,0.01931190490722656,-0.3602485656738039,4.007248178179602e-88,1.6606758320840853e-86,-0.05033163955243145
1.51,0.2777325589203699,0.015851906776428667,-0.33102493286131207,4.824165771058729e-91,1.9992211986241127e-89,-0.04505682514135026
1.52,0.27787527548550206,0.012691406250000313,-0.3003387451172231,5.196886874364773e-94,2.1536835380765313e-92,-0.03997914112218512
1.53,0.2779879581761225,0.0098451318740842,-0.2681694030761236,5.009672796274282e-97,2.076098651619108e-95,-0.035055010628095185
1.54,0.2780738239264353,0.007328018188477835,-0.23449630737303306,4.3213606859665617e-100,1.7908497137711675e-98,-0.030244256689420084
1.55,0.27813624004601084,0.005155205726623534,-0.19929885864267122,3.3356212323303845e-103,1.3823415269562901e-101,-0.02551013333992193
1.56,0.27817872627972207,0.003342041015624408,-0.162556457519558,2.303976261899146e-106,9.548092670340866e-105,-0.020819282189075625
1.57,0.2782049568676814,0.0019040765762323717,-0.12424850463861313,1.4240470168259669e-109,5.901507367254281e-108,-0.01614162858475503
1.58,0.2782187626051768,0.0008570709228521433,-0.0843544006346896,7.876181473621137e-113,3.264031485140726e-111,-0.011450230685784244
1.59,0.2782241329026088,0.00021698856353857818,-0.04285354614260713,3.8980926512618497e-116,1.6154398153886923e-114,-0.006721093675869685
1.6,0.2782252178454265,-1.7263691166446027e-119,-0.0216988563538578,1.7263691166446027e-119,7.154384609566222e-118,-0.001932960069736402
