time,perturb,p_null,a_BIClong,a_BICshort,a_TRIlong,a_TRIlat,a_TRImed,a_BRA,a_BRD,a_DELT1,a_DELT2,a_DELT3,a_ECRL,a_ECRB,a_FCR,a_FCU,K_e_xx,K_e_yy,K_e_zz,K_e_xy,K_e_xz,K_e_yz,K_min,K_max,D_e_xx,D_e_yy,D_e_zz,D_e_xy,D_e_xz,D_e_yz,D_min,D_max,K_elv_angle,D_elv_angle,K_shoulder_elv,D_shoulder_elv,K_shoulder_rot,D_shoulder_rot,K_elbow_flexion,D_elbow_flexion,K_pro_sup,D_pro_sup,K_deviation,D_deviation,K_flexion,D_flexion,K_cross
0.1,False,0.02000000000000001,0.020000000000000136,0.020000000000000087,0.6072031760526245,0.02000000000000002,0.02000000000000001,0.14377729882630413,0.10641632866412941,0.16008880219337962,0.6416142137051561,0.5992235413880758,0.02000000000000005,0.3289492738769793,0.020000000000000066,0.2174483014509836,14.992924489593523,16.40031013368094,119.4737069884604,5.902992402076799,-10.723295494522059,-25.884089703055263,9.75182943596225,21.641405187312213,0.6624871464435624,0.9357120210587296,5.229095004600155,0.2248451108300954,-0.5883430162831245,-1.5711893335614318,0.5360059086251249,1.0621932588771672,5.661348602366346,0.1867808627086638,3.0421326803775184,0.1670948453769132,0.11992701922303385,0.006581248345576366,2.1592692893806307,0.09793086065620375,0.028498199794716923,0.0009616732567634176,0.8621148895760703,0.03807457020966382,0.5418639308710927,0.022190871300148983,1.6157958179385663
0.11,False,0.020000000000000018,0.02000000000000012,0.020000000000000184,0.6158111228258095,0.020000000000000018,0.020000000000000018,0.1462041442552101,0.10730807933488783,0.16374248219816676,0.6506249168631305,0.6077473452540865,0.02000000000000004,0.33418586943525946,0.020000000000000052,0.22079435869646413,15.186306394717523,16.62756640494891,121.20578398863648,5.974777861862686,-10.67898945385497,-26.13793532809451,9.888857129594458,21.92501567007198,0.6709776744703729,0.9484213907247407,5.304014275436562,0.2271615685307973,-0.5896740610611073,-1.5894920938348835,0.5435301652022259,1.0758688999928878,5.777484259495304,0.19053591247126178,3.0920320567083204,0.16965811485714413,0.12171255805028383,0.006677274789039536,2.184140389220436,0.0991344982414744,0.028621958565456577,0.000966175088857337,0.8748082327265293,0.03864383339578574,0.549812669290199,0.022519401061857222,1.65551379964389
0.12,False,0.020000000000000014,0.020000000000000122,0.02000000000000015,0.6222332137752502,0.020000000000000014,0.020000000000000014,0.1481575577152801,0.10787382538123438,0.16689396728712402,0.6572376395087919,0.6141020785354998,0.02000000000000003,0.33825567310479765,0.020000000000000056,0.2233986117477749,15.334193060600981,16.794678645266234,122.5568454101502,6.02662325746843,-10.597801940581139,-26.298237706330923,9.993732234471157,22.13513947139606,0.6773168570800224,0.9576086155530694,5.361656934694434,0.22862881880151847,-0.5888295949708814,-1.601998414253796,0.5492985995391689,1.085626873093923,5.875362353650965,0.1936863020349577,3.1312417325698014,0.1716194617967067,0.12306462712795592,0.006749564982146513,2.2028877020434687,0.10004152766839247,0.028719243050997708,0.0009696826789781648,0.8846479005656982,0.03908675946823329,0.5559776272447436,0.022774963690316345,1.6901554033779251
0.13,False,0.020000000000000025,0.020000000000000098,0.02000000000000025,0.6269504056696767,0.02000000000000003,0.020000000000000025,0.14972728628588708,0.10818969260363556,0.1696370806406401,0.6619500452566192,0.6187595855897141,0.020000000000000052,0.3413987231099921,0.020000000000000046,0.2254150528970234,15.445665935495235,16.91450954828577,123.60582424241622,6.061766969752777,-10.485337948386796,-26.384638021317777,10.07399290269134,22.286182581089665,0.6819360124899511,0.9640306942365088,5.405674042413651,0.22937303338450374,-0.586163690743072,-1.6099430943929554,0.5537133386727122,1.0922533680537476,5.958453291841484,0.19634888444261556,3.161951800466379,0.17310334195054014,0.12407294216093959,0.006803169363236729,2.2168380292529983,0.10071661018392922,0.028795934218528968,0.0009724111450660071,0.8922204802614746,0.03942952496777387,0.5607254474232912,0.022972656880965107,1.7206424370801572
0.14,False,0.020000000000000028,0.02000000000000008,0.02000000000000027,0.6303469892293994,0.020000000000000028,0.020000000000000052,0.1509847017113651,0.10831661802997218,0.17204763978815513,0.6651582707941796,0.6220966397262735,0.020000000000000084,0.34380678313687973,0.02000000000000004,0.22696675754619783,15.528071376950995,16.99603444307254,124.41559309832493,6.082872959577956,-10.345887004703375,-26.412052183866702,10.135057534361566,22.389048285661968,0.6851823676075073,0.9682138986347147,5.438933224919745,0.22950246638774582,-0.5819608356187257,-1.614243405486483,0.5570722924326493,1.0963239738095727,6.02954915012766,0.19861764473698582,3.1859128283853813,0.17420907165678987,0.12480912919654732,0.006842121326324815,2.2270513277617923,0.1012114109539729,0.028856744650816342,0.0009745326819813315,0.8979945832611678,0.03969304928570563,0.5643490276947053,0.023124545313399587,1.7477222291373282
0.15,False,0.02000000000000003,0.020000000000000066,0.020000000000000226,0.6327299411205363,0.02000000000000004,0.02000000000000006,0.15198654759825844,0.10830330688340126,0.17418704488034453,0.6671772742591401,0.6244139978987624,0.020000000000000087,0.34563303915669036,0.02000000000000003,0.22815209734956238,15.587277522865703,17.046783049729115,125.03646457180639,6.092042742471949,-10.182723623617079,-26.392479914431924,10.181435460052658,22.45262511254216,0.6873330154019012,0.9705998328218616,5.463739726002597,0.22910058784570192,-0.5764396716133807,-1.6156462715507423,0.5596207320838587,1.098312116139904,6.0908988288530574,0.2005682607834473,3.204523842386267,0.17501586345558684,0.1253303392942316,0.00686964063931479,2.234373953859371,0.10156719631165076,0.028905452027775974,0.0009761851550337755,0.9023445321377978,0.03989405079678808,0.5670823317794293,0.023240270055244764,1.772002281043453
0.16,False,0.020000000000000025,0.020000000000000052,0.020000000000000292,0.634344455762941,0.020000000000000046,0.020000000000000056,0.1527778864185597,0.10818870214662202,0.1761051171152207,0.6682571989566968,0.6259516923618691,0.020000000000000104,0.3469997492836179,0.020000000000000025,0.2290496349128971,15.627998508766417,17.072746614928583,125.50865692769095,6.090958472271422,-9.998327929589479,-26.33540356572229,10.216727692481504,22.484017431213495,0.6886099850586661,0.9715394466840127,5.481935113768035,0.22823387591359393,-0.5697696706603002,-1.6147436750835131,0.5615547498009485,1.0985946819417303,6.1443157169444405,0.20226173480890924,3.2189027885500052,0.17558686618948663,0.12568216861731632,0.006888297061345631,2.2394813898681516,0.10181691510763978,0.028945080787843597,0.0009774788318812067,0.905569099223607,0.040045879388998215,0.5691120963138846,0.023327528908641818,1.7939776950161304
0.17,False,0.020000000000000025,0.02000000000000007,0.020000000000000236,0.6353863206879492,0.02000000000000004,0.020000000000000046,0.1533944782684545,0.10800395399565253,0.17784234786779266,0.6685965186485431,0.6269012215667775,0.020000000000000084,0.34800456626770865,0.020000000000000025,0.2297221590607883,15.654041713910365,17.078691447917087,125.86435699319216,6.080996481306034,-9.794642310657677,-26.248316234197578,10.243791557134292,22.48894160469316,0.6891921599688112,0.9713115599172231,5.494991626084802,0.22695693268819442,-0.5620854190822917,-1.6120047401542534,0.5630304381743898,1.0974732817116444,6.1912641122740455,0.2037472962682773,3.2299427774192795,0.17597239800726036,0.12590104215021122,0.006900142045076155,2.2429119993203575,0.10198684634333992,0.028978042297725375,0.0009785017096256299,0.9079071015596081,0.04015920327820814,0.5705875588384967,0.023392472784164894,1.814053144734879
0.18,False,0.02000000000000003,0.020000000000000066,0.020000000000000222,0.6360119394536295,0.02000000000000003,0.02000000000000004,0.15386478211681812,0.10777388118224328,0.17943169890981078,0.6683525657127749,0.6274154239673828,0.020000000000000077,0.3487254094374823,0.02000000000000004,0.2302198081614974,15.668480705052522,17.068429365903075,126.1293192413659,6.063259318320717,-9.573111612686581,-26.13714588891522,10.264925103999023,22.471984966956573,0.6892234665141334,0.9701387807045853,5.5040876525288205,0.22531317104571025,-0.5534901560752261,-1.607802097936293,0.5641733488016268,1.0951888984170917,6.232926436358379,0.20506469226807433,3.2383574896920715,0.17621254830444952,0.12601600638574612,0.006906812236849823,2.2450950554595552,0.1020979618437732,0.029006264321065428,0.000979324107945286,0.9095491362578959,0.04024254000400087,0.5716278161825921,0.02344001199650645,1.8325596665958215
0.19,False,0.020000000000000025,0.020000000000000115,0.020000000000000195,0.6363463638618228,0.020000000000000025,0.02000000000000004,0.1542113845329085,0.10751829925250413,0.18090003943466268,0.6676499385214778,0.6276163819199154,0.020000000000000063,0.3492245196429493,0.02000000000000004,0.2305826699922897,15.67385736489148,17.044794358256176,126.32365972096788,6.038600393153811,-9.33476780274854,-26.006269840128983,10.281944701226772,22.436707021920885,0.6888221371278732,0.9681874913677061,5.510148127565476,0.22333649332957567,-0.5440631825032335,-1.602416570732128,0.5650841629310441,1.0919254655645352,6.27025743645403,0.20624602705790523,3.2447173690810316,0.17633925430399974,0.12605019899684972,0.006909613148354882,2.2463731312828252,0.10216701462182261,0.029031293895050835,0.0009800023925584914,0.9106474313411677,0.04030269827271646,0.5723279914291294,0.02347407120148884,1.8497682915344575
0.2,False,0.020000000000000028,0.020000000000000136,0.020000000000000157,0.6364897177799298,0.020000000000000028,0.02000000000000003,0.15445213349847997,0.10725311083186162,0.1822693062990272,0.6665872282222604,0.6276017443778374,0.020000000000000052,0.3495515901057229,0.020000000000000035,0.23084279063219662,15.672070730651505,17.010503399326574,126.46466401241716,6.0077887643684535,-9.08033978362318,-25.859849812252364,10.296340717880902,22.386233412097177,0.6880767943576994,0.9656132899987128,5.51395486323951,0.22105552620085472,-0.5338587901173335,-1.5961030122755142,0.5658427964654339,1.0878472878909784,6.304028144639374,0.20731724821478467,3.249478586371551,0.1763779628566546,0.12602204576436737,0.006909586569501392,2.2470198957097978,0.102207403740534,0.02905437435861293,0.00098058180261402,0.9113235097922228,0.04034511955411748,0.5727640211630481,0.023497786348928473,1.8659012009302538
0.21,False,0.020000000000000025,0.020000000000000136,0.02000000000000013,0.636522242120038,0.020000000000000025,0.020000000000000028,0.15460134321233007,0.10699083238943254,0.18355745578321225,0.6652423314906195,0.6274497115826821,0.020000000000000052,0.3497462739222045,0.020000000000000042,0.23102578260812037,15.664794159549514,16.96728855551425,126.5648014191043,5.971341636142467,-8.810388747123573,-25.70051324766361,10.309291500212327,22.32279121485144,0.687064921648282,0.9625176474010805,5.516094429694167,0.21849018767874806,-0.5229224599696288,-1.5890345316979182,0.566515243934277,1.0830673251150855,6.334861916548708,0.20829935597808982,3.2530060400850047,0.17634894609559298,0.12594623126159657,0.006907564197881806,2.2472532806470147,0.10222982819009019,0.029076498073156508,0.0009810984746630397,0.9116743912770882,0.040374151431663334,0.5729965222031908,0.02351366236375606,1.881141096240951
0.22,False,0.02000000000000003,0.020000000000000115,0.020000000000000167,0.6365082161208773,0.020000000000000035,0.02000000000000003,0.15467037908250117,0.1067414695483186,0.1847792233398003,0.6636766976684627,0.6272228923049216,0.02000000000000006,0.3498403013097418,0.020000000000000056,0.23115216063276406,15.653769820820848,16.916376969230843,126.63531016162648,5.930011136326541,-8.524633666115314,-25.52951990141366,10.32155293478084,22.248593855270855,0.6858613524568656,0.9589725358600607,5.516996431031776,0.2156745733087621,-0.5112796557418003,-1.5812976475913656,0.5671465949267319,1.0776872933901944,6.363263844885091,0.20920937678471896,3.255591584514346,0.17626834573864214,0.12583451041657587,0.006904210530364947,2.247246331643727,0.10224281038971113,0.029098446222352917,0.000981581072610033,0.9117779195294109,0.040393275464856555,0.5730741021377163,0.023523704905570486,1.8956389364937556
0.23,False,0.020000000000000077,0.020000000000000108,0.020000000000000188,0.6364996278017981,0.020000000000000077,0.020000000000000077,0.15466858265014194,0.10651287935186418,0.1859467646305754,0.6619387876074774,0.6269714719745942,0.020000000000000077,0.34985889401197023,0.020000000000000077,0.23123824793805187,15.639650767825021,16.859351879102856,126.68391061183866,5.883855738123384,-8.224222244381336,-25.34995346225807,10.334125084604693,22.164877562323184,0.6845025996756079,0.9550679075332773,5.5171350749403185,0.21260441675961278,-0.49896690739361954,-1.5730851110725368,0.5677891534764367,1.0717813537324485,6.389639582650389,0.21006103206644744,3.25746937611227,0.1761490488645659,0.12569579879596107,0.006900044202101499,2.2471376606684053,0.10225320184562477,0.0291208358413362,0.0009820523377043785,0.9116960159853759,0.040405261292217616,0.5730354204519484,0.02352950926483706,1.909519407162341
0.24,False,0.020000000000000216,0.020000000000000216,0.020000000000000216,0.6365371144168831,0.020000000000000216,0.020000000000000216,0.15460310208477607,0.10631120915125533,0.1870701246799961,0.6600663362974124,0.6267356101527382,0.020000000000000216,0.3498222551509534,0.020000000000000216,0.2312971399376903,15.623510117851556,16.79702676518735,126.71766452480445,5.833324441344376,-7.9090060337590975,-25.16270786504482,10.347508053410518,22.073028829628388,0.6830347443453342,0.9508505012260579,5.516797954607801,0.20929933710577686,-0.4859982123846076,-1.5644580640319456,0.5684722373847065,1.0654130081866855,6.41432744677819,0.21086574810006448,3.2588257962568394,0.1760012314863166,0.12553840306365266,0.0068955100371874065,2.2470349419921622,0.1022663457932045,0.02914416010689587,0.0009825305143713466,0.9114782765471956,0.04041233015860514,0.5729114421534317,0.023532354562195736,1.9228869609047576
0.25,False,0.0200000000000006,0.0200000000000006,0.0200000000000006,0.6366537549612643,0.0200000000000006,0.0200000000000006,0.15447983672022336,0.10614130833674956,0.18815768670439384,0.6580889106184296,0.6265476034209753,0.0200000000000006,0.3497463771244457,0.0200000000000006,0.23133921809084534,15.607056510242224,16.730652395294552,126.7390740800293,5.779601976150607,-7.578742471234914,-24.969226062044463,10.362012287619534,21.97569661791724,0.6815212790701312,0.9463887798727911,5.516193488439317,0.2058132198710237,-0.4723979968732211,-1.5555220804214986,0.5692148004141193,1.058695258528803,6.437592257809019,0.211632552036381,3.2598107232878712,0.1758330225945782,0.12536768543528426,0.006890927231305284,2.2470248052899358,0.10228656165481924,0.02916880972637241,0.0009830301269796466,0.9111639388509789,0.04041624242429427,0.5727266686038314,0.023533254286187903,1.935827792593727
0.26,False,0.02000000000000165,0.02000000000000165,0.02000000000000165,0.6368760931199394,0.02000000000000165,0.02000000000000165,0.15430370166851567,0.10600677170693405,0.18921649587209532,0.656029461783561,0.6264334629079459,0.02000000000000165,0.3496440419170891,0.02000000000000165,0.2313727987909113,15.589838624385482,16.659265217241988,126.75996229707279,5.721365889011651,-7.232954465924387,-24.767967976463332,10.378253464822848,21.870850376804622,0.6799608323982462,0.9416354824604148,5.515557842831519,0.20208338843117274,-0.4581284248993475,-1.5461679644644142,0.5700574224028007,1.0515388924558604,6.4596525946218595,0.21236892063078186,3.2605445194123996,0.17565088862360148,0.12518826523761883,0.006886560289611513,2.2471752332517636,0.10231727195595845,0.02919508918681436,0.0009835626601887892,0.9107844176797634,0.040418407610743216,0.5725007095004935,0.023533019657108738,1.9484148969352875
0.27,False,0.02000000000000444,0.02000000000000444,0.02000000000000444,0.6372252983930486,0.02000000000000444,0.02000000000000444,0.1540787222208626,0.10591037584153785,0.19025249776848985,0.653905701164122,0.6264140638165168,0.02000000000000444,0.3495253118953495,0.02000000000000444,0.23140442284073087,15.572682152451,16.584667852289687,126.77852416173877,5.659429365685878,-6.872471797700382,-24.561827016323672,10.396670997676475,21.760679007064212,0.6783863951566087,0.9366850926785364,5.51507592758556,0.19814053323955746,-0.44321423788885894,-1.5365895490939028,0.5710209976588303,1.0440504901763148,6.480686621291401,0.21308097684122987,3.2611237597610843,0.17545996335880717,0.12500381957720025,0.006882617963441302,2.2475387940983005,0.10236115331434993,0.029223218485507595,0.0009841367694136541,0.9103646484552116,0.040419934486603824,0.5722491048919408,0.023532288907510277,1.9607101733233903
0.28,False,0.02000000000001179,0.02000000000001179,0.02000000000001179,0.6377182781217099,0.02000000000001179,0.02000000000001179,0.15380842650386364,0.10585401615373857,0.19127075475491911,0.6517312091390955,0.6265062397473875,0.02000000000001179,0.3493981858840232,0.02000000000001179,0.23143928518378656,15.55657895486302,16.506668626366483,126.79785198799199,5.594295471138713,-6.496555021902158,-24.349790199116597,10.41719510958429,21.646052471645213,0.6768345847022966,0.9315291419483952,5.514787661397776,0.1940124016069986,-0.42765733749649876,-1.526731905834789,0.5721082944942275,1.0362554321564643,6.500839207122337,0.21377374219171955,3.261626256359726,0.17526433230258343,0.12481723132846208,0.006879263928046268,2.2481559766218444,0.10242029986957382,0.029253359159785018,0.0009847590858505803,0.9099245116946225,0.04042170390729251,0.5719842380149055,0.02353156910981309,1.9727662278354912
0.29,False,0.020000000000030823,0.020000000000030823,0.020000000000030823,0.6383685510473613,0.020000000000030823,0.020000000000030823,0.15349578457320584,0.10583908968715042,0.19227558839241682,0.6495163486754267,0.6267236399473081,0.020000000000030823,0.3492688919309106,0.020000000000030823,0.23148142086023654,15.54193398025364,16.42561941025085,126.82029449426595,5.52609356624398,-6.105200786544716,-24.1323780230635,10.440047346909155,21.527506043595334,0.6753231037072899,0.9261866264867988,5.514827237728352,0.18970309639967303,-0.4114565392220161,-1.5166315004164532,0.5733336885347902,1.0281760416592987,6.520227177303383,0.21445132110686171,3.262114897667665,0.17506725683390706,0.12463072916355852,0.006876625493157116,2.2490582491349347,0.10249636054290942,0.029285629336697486,0.0009854346944912816,0.9094794741220962,0.04042440034282765,0.5717157477776883,0.023531254459598343,1.9846275853307986
0.3,False,0.020000000000079326,0.0200004394911935,0.020000000000079326,0.6391869861775488,0.020000000000079326,0.020000000000079326,0.15313995076205802,0.10587011692000786,0.19327059462168344,0.6472692834997322,0.6270773517715862,0.020000000000079326,0.34914236735368653,0.020000000000079326,0.23153402476272486,15.529213614836076,16.341761415284353,126.84743973340221,5.455017563847234,-5.698409836733443,-23.909793543992265,10.465361821450866,21.40561320866956,0.6738709083287563,0.9206699170492736,5.515275625478265,0.18522025451205823,-0.39461168564149174,-1.5063040581705989,0.5747081060019456,1.0198327193760843,6.538942486514437,0.2151170149862406,3.2626411697441773,0.1748713951083382,0.12444603247534763,0.006874801615006713,2.250278844377737,0.10259089747865284,0.02932047495833618,0.0009861783875109668,0.9090417964069258,0.04042856590371491,0.5714512771994845,0.023531657215000112,1.9963300206373735
0.31,False,0.02000000000020099,0.020012223413553784,0.02000000000020099,0.6401826133016557,0.02000000000020099,0.02000000000020099,0.15265601903226678,0.10603938185229803,0.194256177921737,0.6450031669015109,0.6275720529132911,0.02000000000020099,0.34902247147438864,0.02000000000020099,0.2315995836866673,15.519830945604106,16.255192343434995,126.88680479581457,5.381508272521561,-5.278407982683817,-23.683915312406217,10.49345747501282,21.28156581402628,0.6725248937949349,0.9149798062321209,5.516383595966109,0.18057665182098578,-0.3771861680680526,-1.4958066882998695,0.5762574688689169,1.0112472311581389,6.5570171600338885,0.21577229209239726,3.263254894174664,0.17467981335991464,0.12426454948340543,0.00687387351294489,2.2520664193031488,0.10271174411420927,0.029366956998161702,0.0009872641751860842,0.9086211117963306,0.04043462292332697,0.5711968275692455,0.023533020798322927,2.007858106772839
